STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        402;18760101;-999;-999;-999;    5;   9.0;   1;-999;   0;   8.0;  -999; 1013.00;    2.2;-999;    3.5;   -3.0;-999;eor
        402;18760102;-999;-999;-999;    5;   0.8;   1;-999;   0;   7.3;  -999; 1012.00;    2.5;-999;    2.8;    2.3;-999;eor
        402;18760103;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999; 1013.60;    0.3;-999;    2.8;   -1.8;-999;eor
        402;18760104;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.7;  -999; 1021.80;   -5.8;-999;   -1.8;   -7.0;-999;eor
        402;18760105;-999;-999;-999;    5;   1.2;   1;-999;   0;   4.3;  -999; 1028.00;   -9.8;-999;   -6.8;  -13.3;-999;eor
        402;18760106;-999;-999;-999;    5;   2.6;   1;-999;   0;   4.0;  -999; 1025.90;   -7.7;-999;   -4.5;  -12.3;-999;eor
        402;18760107;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999; 1024.80;   -6.6;-999;   -4.5;   -7.3;-999;eor
        402;18760108;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;  -999; 1026.60;   -8.9;-999;   -6.8;  -10.3;-999;eor
        402;18760109;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;  -999; 1018.80;  -12.7;-999;   -9.8;  -13.8;-999;eor
        402;18760110;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.3;  -999; 1017.60;   -8.9;-999;   -6.2;  -13.3;-999;eor
        402;18760111;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;  -999; 1020.20;   -6.2;-999;   -5.3;   -7.5;-999;eor
        402;18760112;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999; 1018.70;   -4.6;-999;   -3.5;   -6.3;-999;eor
        402;18760113;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999; 1020.80;   -3.5;-999;   -2.8;   -4.3;-999;eor
        402;18760114;-999;-999;-999;    5;   0.6;   1;-999;   0;   7.3;  -999; 1023.80;   -3.6;-999;   -2.3;   -4.8;-999;eor
        402;18760115;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999; 1029.90;   -3.1;-999;   -3.0;   -4.3;-999;eor
        402;18760116;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999; 1025.80;   -2.3;-999;   -0.8;   -3.8;-999;eor
        402;18760117;-999;-999;-999;    5;   0.1;   1;-999;   0;   8.0;  -999; 1018.40;   -1.2;-999;   -0.3;   -3.8;-999;eor
        402;18760118;-999;-999;-999;    5;   0.8;   1;-999;   0;   8.0;  -999; 1010.40;    0.8;-999;    3.3;   -1.5;-999;eor
        402;18760119;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;  -999; 1016.30;    3.8;-999;    5.5;    2.5;-999;eor
        402;18760120;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.7;  -999; 1011.70;    3.3;-999;    5.8;    1.8;-999;eor
        402;18760121;-999;-999;-999;    5;   2.8;   1;-999;   0;   7.3;  -999; 1006.40;    3.9;-999;    6.0;    1.8;-999;eor
        402;18760122;-999;-999;-999;    5;   1.7;   1;-999;   0;   5.3;  -999; 1014.60;    1.0;-999;    6.0;   -0.5;-999;eor
        402;18760123;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.0;  -999; 1028.00;    0.6;-999;    2.8;   -3.5;-999;eor
        402;18760124;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.3;  -999; 1030.00;    2.5;-999;    3.8;    0.8;-999;eor
        402;18760125;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;  -999; 1032.90;    2.8;-999;    4.3;    1.5;-999;eor
        402;18760126;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;  -999; 1027.60;    0.3;-999;    1.8;   -0.3;-999;eor
        402;18760127;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.3;  -999; 1028.00;   -0.8;-999;    0.3;   -2.5;-999;eor
        402;18760128;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.3;  -999; 1026.50;   -2.2;-999;    0.3;   -2.8;-999;eor
        402;18760129;-999;-999;-999;    5;   0.0;   1;-999;   0;   3.3;  -999; 1027.10;   -1.3;-999;    0.5;   -4.0;-999;eor
        402;18760130;-999;-999;-999;    5;   0.0;   1;-999;   0;   1.7;  -999; 1029.70;    0.7;-999;    3.0;   -2.0;-999;eor
        402;18760131;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.7;  -999; 1029.90;    0.3;-999;    2.8;   -2.3;-999;eor
        402;18760201;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;  -999; 1025.40;   -1.2;-999;    1.3;   -4.3;-999;eor
        402;18760202;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;  -999; 1019.80;    0.2;-999;    3.5;   -3.5;-999;eor
        402;18760203;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;  -999; 1021.60;    0.8;-999;    2.0;   -1.0;-999;eor
        402;18760204;-999;-999;-999;    5;   0.7;   1;-999;   0;   6.7;  -999; 1005.50;    1.9;-999;    3.8;   -0.8;-999;eor
        402;18760205;-999;-999;-999;    5;   9.2;   1;-999;   0;   8.0;  -999;  998.00;    0.6;-999;    1.5;   -0.3;-999;eor
        402;18760206;-999;-999;-999;    5;   7.2;   1;-999;   0;   8.0;  -999;  997.10;   -0.8;-999;    0.8;   -2.5;-999;eor
        402;18760207;-999;-999;-999;    5;   4.5;   1;-999;   0;   8.0;  -999;  998.80;    0.0;-999;    0.8;   -1.0;-999;eor
        402;18760208;-999;-999;-999;    5;   2.7;   1;-999;   0;   5.3;  -999; 1004.70;   -3.1;-999;   -0.3;   -5.3;-999;eor
        402;18760209;-999;-999;-999;    5;   5.9;   1;-999;   0;   7.3;  -999; 1007.90;   -0.6;-999;   -0.3;   -4.0;-999;eor
        402;18760210;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;  -999; 1002.20;   -2.1;-999;    0.3;   -4.0;-999;eor
        402;18760211;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.3;  -999; 1005.00;   -4.6;-999;   -2.8;   -8.0;-999;eor
        402;18760212;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;  -999; 1006.70;   -1.2;-999;    0.8;   -3.3;-999;eor
        402;18760213;-999;-999;-999;    5;   5.0;   1;-999;   0;   5.0;  -999; 1006.60;   -5.4;-999;   -2.5;   -9.0;-999;eor
        402;18760214;-999;-999;-999;    5;   2.5;   1;-999;   0;   7.3;  -999; 1004.30;   -0.5;-999;    2.8;   -6.5;-999;eor
        402;18760215;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;  -999; 1005.90;    3.4;-999;    4.3;    1.5;-999;eor
        402;18760216;-999;-999;-999;    5;   4.0;   1;-999;   0;   7.3;  -999;  997.20;    5.4;-999;    7.5;    3.5;-999;eor
        402;18760217;-999;-999;-999;    5;  14.4;   1;-999;   0;   8.0;  -999;  999.60;    5.6;-999;    6.8;    4.3;-999;eor
        402;18760218;-999;-999;-999;    5;   0.5;   1;-999;   0;   8.0;  -999;  997.80;    6.6;-999;    9.3;    3.8;-999;eor
        402;18760219;-999;-999;-999;    5;   1.4;   1;-999;   0;   7.3;  -999;  989.70;    8.1;-999;   11.3;    6.3;-999;eor
        402;18760220;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;  -999;  999.10;    5.2;-999;    6.8;    3.8;-999;eor
        402;18760221;-999;-999;-999;    5;   5.8;   1;-999;   0;   4.0;  -999; 1013.40;    3.9;-999;    6.3;    2.0;-999;eor
        402;18760222;-999;-999;-999;    5;   1.5;   1;-999;   0;   7.3;  -999; 1003.80;   10.1;-999;   12.3;    3.8;-999;eor
        402;18760223;-999;-999;-999;    5;   6.3;   1;-999;   0;   7.3;  -999;  998.00;    8.4;-999;   10.8;    7.0;-999;eor
