STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        403;19500101;-999;-999;-999;    5;   2.2;   7;-999;   0;   5.0;   4.0; 1025.60;   -3.2;   83.00;   -1.1;   -4.9;   -6.3;eor
        403;19500102;-999;-999;-999;    5;  12.6;   8;-999;   0;   8.0;   6.1; 1005.60;    1.0;   95.00;    2.2;   -3.7;   -5.3;eor
        403;19500103;-999;-999;-999;    5;   0.5;   1;-999;   0;   5.0;   6.5;  996.60;    2.8;   86.00;    3.9;    1.7;   -1.4;eor
        403;19500104;-999;-999;-999;    5;   0.5;   7;-999;   0;   7.7;   5.2;  999.50;   -0.1;   85.00;    2.1;   -0.9;   -2.3;eor
        403;19500105;-999;-999;-999;    5;  10.3;   7;-999;   0;   8.0;   4.0; 1001.10;   -2.8;   79.00;   -0.9;   -3.3;   -5.2;eor
        403;19500106;-999;-999;-999;    5;   7.2;   8;-999;  12;   7.3;   5.6;  997.50;    2.6;   79.00;    5.0;   -4.0;   -4.0;eor
        403;19500107;-999;-999;-999;    5;   0.4;   1;-999;   0;   8.0;   8.0; 1005.10;    5.7;   89.00;    6.4;    2.5;    1.1;eor
        403;19500108;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.0;   9.7; 1011.90;    7.0;   93.00;    8.7;    5.8;    2.2;eor
        403;19500109;-999;-999;-999;    5;   3.7;   8;-999;   0;   7.7;   7.7; 1009.10;    5.8;   85.00;    6.9;    4.5;    2.6;eor
        403;19500110;-999;-999;-999;    5;   4.5;   8;-999;   0;   8.0;   4.8; 1021.50;   -2.4;   88.00;    6.0;   -4.5;   -0.4;eor
        403;19500111;-999;-999;-999;    5;   0.6;   1;-999;   2;   7.0;   3.1; 1025.20;   -7.2;   82.00;   -4.4;   -8.7;   -5.7;eor
        403;19500112;-999;-999;-999;    5;   7.1;   1;-999;   0;   8.0;   5.1; 1019.40;    0.6;   82.00;    4.9;   -8.7;  -10.8;eor
        403;19500113;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.0;   6.5; 1020.20;    2.5;   89.00;    5.0;    1.9;    1.0;eor
        403;19500114;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.7;   7.5; 1014.20;    5.4;   84.00;    6.3;    2.0;   -0.1;eor
        403;19500115;-999;-999;-999;    5;   3.8;   1;-999;   0;   8.0;   8.0; 1010.80;    5.8;   87.00;    7.9;    4.6;    2.5;eor
        403;19500116;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;   7.6; 1000.80;    4.6;   85.00;    7.9;    1.9;    3.4;eor
        403;19500117;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   6.4; 1008.40;    1.7;   90.00;    3.6;    0.3;   -3.6;eor
        403;19500118;-999;-999;-999;    5;   0.0;   1;-999;   0;   1.7;   3.2; 1023.10;   -5.3;   77.00;    0.3;   -6.5;   -6.7;eor
        403;19500119;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.7;   2.1; 1027.40;   -6.8;   63.00;   -5.2;  -11.5;  -12.2;eor
        403;19500120;-999;-999;-999;    5;   0.1;   7;-999;   0;   0.7;   2.4; 1025.40;   -6.9;   64.00;   -3.0;   -9.9;  -12.2;eor
        403;19500121;-999;-999;-999;    5;   0.1;   8;-999;   0;   8.0;   4.9; 1022.60;   -1.8;   95.00;   -0.5;   -8.2;  -10.2;eor
        403;19500122;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.3;   5.2; 1023.90;   -1.3;   87.00;    1.7;   -3.2;   -3.9;eor
        403;19500123;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   3.9; 1028.70;   -4.7;   88.00;   -3.0;   -6.1;   -9.0;eor
        403;19500124;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.0;   2.3; 1025.80;   -7.6;   67.00;   -4.7;  -10.2;  -11.6;eor
